question_by,question,answer_by,answer,ticker_cd,Org Name
Namit Arora — IndGrowth Capital — Analyst,"And, as you mentioned earlier in the call, buy versus build, but do you think that the 26% that you have, but that buy strategy might be more accelerated, given that you have a strong balance sheet and you maybe a natural port of call both from sellers as well as the Mercedes as a company might also prefer that.",Sanjay Thakker — Chairman and Executive Director,"I was in Tokyo less than a month back where there was a meeting of the large dealers of Asia and Australia and some from Africa and what came out was that the — some of the Asian countries, the largest dealer partner for them, had a market-share of around 40%, 50% and thereabouts. And this is something which I believe will happen, the companies globally, the global players, really want to deal with fewer entities.",LANDMARK,Landmark Cars Ltd 
Namit Arora — IndGrowth Capital — Analyst,"And, as you mentioned earlier in the call, buy versus build, but do you think that the 26% that you have, but that buy strategy might be more accelerated, given that you have a strong balance sheet and you maybe a natural port of call both from sellers as well as the Mercedes as a company might also prefer that.",Sanjay Thakker — Chairman and Executive Director,"This is a top-down kind of an approach that they have and they want to deal with financially strong people who are able to give good experience, people who are consistent in their approach. So I have confidence that going ahead, our market share with everybody that we are partnering with, that has been increasing gradually as you will — you have seen. And over a five, 10-year horizon, the number I’m sure will be pretty much more than what you are seeing by a distance.",LANDMARK,Landmark Cars Ltd 
Namit Arora — IndGrowth Capital — Analyst,Got it. It’s really helpful. Thank you Sanjay bhai for the very detailed answers and all the best to you and the team. Thank you.,Sanjay Thakker — Chairman and Executive Director,Okay.,LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,"Thank you, sir and congratulations on the good set of numbers. Sir, my question was on your input of the H1 being lower than H2. So, if you can possibly take us through what sort of an impact that you see in H1 and the set of announcements that you’ve made and the possible outlook for H2, if you can possibly elaborate on this aspect, which you mentioned? And does this also mean that the first half will be weaker on a Y-o-Y basis as well?",Sanjay Thakker — Chairman and Executive Director,"See — let’s look at it from where I came from. The thing is that the supply is something that we are dependent on the OE. And this is something which we do not have absolute clarity. Over the last several years, our H1, H2 mix has been, say 40-60. That has been kind of a historic distribution. The auto industry works this way. The second-quarter is better than the first, the third is better than the second and the fourth is better than the third in most cases in a normal year.",LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,"Thank you, sir and congratulations on the good set of numbers. Sir, my question was on your input of the H1 being lower than H2. So, if you can possibly take us through what sort of an impact that you see in H1 and the set of announcements that you’ve made and the possible outlook for H2, if you can possibly elaborate on this aspect, which you mentioned? And does this also mean that the first half will be weaker on a Y-o-Y basis as well?",Sanjay Thakker — Chairman and Executive Director,"Now, we believe that the Mercedes supplies will hopefully normalize from quarter two what we are facing and the new modules will be introduced. We are also looking at BYD getting the [Indecipherable] done. The Honda Elevate is only going to be available from August-September. So it’s difficult — and — but it will be also offset by some MGs that we will be starting. So it’s an evolving kind of a thing. I would not like to break-up this because we ourselves are not very sure, because we are dependent on the supplies which happened, but I’m giving a broad kind of a guidance that the second-half is going to be much better than the first-half because of the things that we know.",LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,Right. So this is a valid point sir. But does this — should we assume that the H1 would be weaker on a Y-o-Y basis?,Sanjay Thakker — Chairman and Executive Director,"No, no, I don’t think that’s a good assumption to make because there are things which are happening in a normal way. It’s on a relative basis I’m talking about, not on an absolute number, no.",LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,"Okay. And sir, secondly. I would just want your view on our margins. As we’re doing good work on the higher profitable business which is our service piece. And also we are sort of indicating that the ASP have to go up and the premiumization has to clear out. You know what is your sense on the margins for the next two, three years?",Sanjay Thakker — Chairman and Executive Director,"So what has happened Deepak is that we have increased our margins in after sales, and this has — the realization has also gone beyond INR23,000, which was only when we filed the DRHP and all, we were looking at the figures of INR17,000, INR19,000 and all that. And in no time, this has crossed INR23,000 and touching INR24,000 and the margins have also gone up. The gross margins, I believe in after-sales, which were hovering around 39%, 40% have also — have also crossed that 48% number decisively.",LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,"Okay. And sir, secondly. I would just want your view on our margins. As we’re doing good work on the higher profitable business which is our service piece. And also we are sort of indicating that the ASP have to go up and the premiumization has to clear out. You know what is your sense on the margins for the next two, three years?",Sanjay Thakker — Chairman and Executive Director,"And this has happened because of the efforts that we’re putting in where white-label stuff is also at play. The Permagard, MotorOne products are also happening [Phonetic]. So this is something which will happen, it will slowly gradually go up, that’s the effort at our end. And as far as sales is concerned, as soon as the new models of say a Honda and all will come, we will see a slightly higher-margin coming in because there will be no pressure on holding stock or to discount it in the local market. You are also aware Deepak that we are amongst the few who have, over a period of time, gradually achieved a situation where we have very little, if at all, local level competition of the same brand, same dealership. So this is something which will play-out well in good times as well as bad.",LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,"Sure, sir, this was very useful. And sir, indicatively, can you just take us through the commissions that you make across your OEs. If you can possibly give numbers or if you can just rank them in terms of the highest to lowest in terms of the margin profile across the OEs?",Sanjay Thakker — Chairman and Executive Director,"It is more or [Technical Issues] is concerned, the range is pretty much similar. There is not much difference, because see, the margin is also up…",LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,"Sure, sir, this was very useful. And sir, indicatively, can you just take us through the commissions that you make across your OEs. If you can possibly give numbers or if you can just rank them in terms of the highest to lowest in terms of the margin profile across the OEs?",Sanjay Thakker — Chairman and Executive Director,"Yeah, is Deepak there?",LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,"Yes sir, yes.",Sanjay Thakker — Chairman and Executive Director,"Yeah, Deepak. Sorry, my line got disconnected, somehow. So, yeah, I was talking to you about the margin structure. So they are — the margins are a factor of the fixed margin that we get irrespective of the volume we do, and what is — there is a volume-based incentive which are based on our monthly and quarterly and sometimes yearly target achievements. Now this is something that — is it not — the variable margins are not fixed. They are — they move up and down as far as the demand-supply situation at the OE end and the pressure that they have.",LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,"Yes sir, yes.",Sanjay Thakker — Chairman and Executive Director,"So, my personal belief is that because the supplies are all going to be in line this year, the variable margins will increase for the OEs over the last year. And if we are able to maintain that and not pass it on to the market, we will be better-off. So, you asked about ranking of the OEs, I’m saying that the fixed margins are pretty much in the same zone. I mean 4% to 6%, 7% is the fixed margin and then there is a variable margin which keeps on going up and down from say 0.5% to 2% is the range for variable margins, which depend on our achieving those targets for the month or the quarter.",LANDMARK,Landmark Cars Ltd 
Deepak Lalwani — Unifi Capital — Analyst,Right. Sure sir. Those are my questions. Thank you and all the best.,Sanjay Thakker — Chairman and Executive Director,"Thank you. Yeah, thanks Deepak.",LANDMARK,Landmark Cars Ltd 
Ashwini Agarwal — Demeter Advisors LLP — Analyst,"Hi, good morning. I had an industry-related question. You know, I mean a large part of your business comes from service and that’s a very sticky business because typically owners of premium cars would like to go back to the dealers who are — who have authorized spare parts and all. What is the risk to this? I mean, a few years ago, the late Mr. Jagdish Khattar started Carnation, but unfortunately that didn’t work. Can you help me understand why the standalone large network you know dealers especially for after sales don’t works and authorized dealers tend to get bulk of the business. Can you help me understand that?",Sanjay Thakker — Chairman and Executive Director,"Yeah, yeah, yeah. So, this is an — actually. I can explain to you in a short way. The issue is that the aftermarket garages have not solved one fundamental question that is the supply of spare parts. Because in India, Ashwini, you will be surprised to know that there is no catalog of spare parts, which is a surprise. People are just starting these things and not only Carnation, we had after that GoMechanic, which came and then it is gone. So the problem that they are not solving is that of the spare part. What piece — whether it is Carnation or a GoMechanic they do is that they come in, buy the spare parts from the authorized dealerships.",LANDMARK,Landmark Cars Ltd 
Ashwini Agarwal — Demeter Advisors LLP — Analyst,"Hi, good morning. I had an industry-related question. You know, I mean a large part of your business comes from service and that’s a very sticky business because typically owners of premium cars would like to go back to the dealers who are — who have authorized spare parts and all. What is the risk to this? I mean, a few years ago, the late Mr. Jagdish Khattar started Carnation, but unfortunately that didn’t work. Can you help me understand why the standalone large network you know dealers especially for after sales don’t works and authorized dealers tend to get bulk of the business. Can you help me understand that?",Sanjay Thakker — Chairman and Executive Director,"Now this single act kills the business, because in billing, today, I’ll give you a breakup. Say there is a INR100 billing, you go to a workshop and there is a INR100 billing that an authorized dealer gives you. Around — for German makes, it is around 70% — 65% to 70% of that is spare parts. Now, if you are going to be buying the spare part from a dealer who will add some margin and give you, what is the elbow room that you have then to make it cheaper and more convenient; forget cheaper, and more convenient. Really there is nothing, no elbow room. Their manpower cost will be slightly lower, the real-estate cost is going to be the same.",LANDMARK,Landmark Cars Ltd 
Ashwini Agarwal — Demeter Advisors LLP — Analyst,"Hi, good morning. I had an industry-related question. You know, I mean a large part of your business comes from service and that’s a very sticky business because typically owners of premium cars would like to go back to the dealers who are — who have authorized spare parts and all. What is the risk to this? I mean, a few years ago, the late Mr. Jagdish Khattar started Carnation, but unfortunately that didn’t work. Can you help me understand why the standalone large network you know dealers especially for after sales don’t works and authorized dealers tend to get bulk of the business. Can you help me understand that?",Sanjay Thakker — Chairman and Executive Director,"They — the local garages lack the equipment, the softwares which are continuously getting upgraded. So, really there are so many things which are against this whole concept and the manufacturers today are giving long warranties. We at our end, I spoke about selling extended warranties. Now after the OE warranty of say three year ends, we sell another two or three years of warranty. And the prerequisite for availing this is that they need to come to our workshops to avail the service. So really this is some — I don’t see this as a threat at all. At one point I was a little scared, but then we realized that these are money burning models and they really had no legs to stand-on.",LANDMARK,Landmark Cars Ltd 
Ashwini Agarwal — Demeter Advisors LLP — Analyst,"Hi, good morning. I had an industry-related question. You know, I mean a large part of your business comes from service and that’s a very sticky business because typically owners of premium cars would like to go back to the dealers who are — who have authorized spare parts and all. What is the risk to this? I mean, a few years ago, the late Mr. Jagdish Khattar started Carnation, but unfortunately that didn’t work. Can you help me understand why the standalone large network you know dealers especially for after sales don’t works and authorized dealers tend to get bulk of the business. Can you help me understand that?",Sanjay Thakker — Chairman and Executive Director,"And the accident repair, the total cost is paid for by the insurance company. Now consider a situation where you are given a free lunch coupon and you can do it anywhere that you like, would you go to a local restaurant down the street or you will go to a Five Star. You don’t need to pay for it. The answer is very clear.",LANDMARK,Landmark Cars Ltd 
Ashwini Agarwal — Demeter Advisors LLP — Analyst,"Okay, got it. And second question I had was that you know on your second-hand business that — your used-car business that you’re talking about, would you be able to do pre-approved or pre-authorized extended warranty vehicles, supported by the brand logo or that’s a separate thing altogether?",Sanjay Thakker — Chairman and Executive Director,"No, no, no, we will be able to do that. Now we will be the only ones who will be able to do it. See the brands also want the residual value of their branded cars to go up because it helps the new car sales in the long run. So the OEs will give an extended warranty, we will give our own extended warranty, service packages, and we will be selling it from the same showroom because that’s also what the brands will be very happy to be allowing.",LANDMARK,Landmark Cars Ltd 
Ashwini Agarwal — Demeter Advisors LLP — Analyst,"Okay, got it. And second question I had was that you know on your second-hand business that — your used-car business that you’re talking about, would you be able to do pre-approved or pre-authorized extended warranty vehicles, supported by the brand logo or that’s a separate thing altogether?",Sanjay Thakker — Chairman and Executive Director,"So it’s actually a win-win situation. I just want to build it up gradually to make it as a sustained pillar. It is not a pillar — a meaningful pillar in our profitability. Our profitability pillars are new car sales, insurance, finance, servicing, and accident repair. But I want to add one more pillar, which will be a great pillar over a long-term of this used cars. But it is going to be a gradual journey. But once we do it, we will do it right and we will do it in a solid way.",LANDMARK,Landmark Cars Ltd 
Ashwini Agarwal — Demeter Advisors LLP — Analyst,"And going back to my first question, the reason why these standalone workshops survive globally is because there is a proper product catalog and the spares are supplied by people other than the manufacturer himself?",Sanjay Thakker — Chairman and Executive Director,"Yes, that is also right. And also there are insurance supplied — supported workshops which we don’t have. Today, there is no workshop of size. I don’t know which city Ashwini you are from, but just in your mind, think of the largest local garage that you have seen, and you will get the answer. There is nobody who is there. You will need to create this whole infrastructure all over again and what exactly are you trying to solve over there.",LANDMARK,Landmark Cars Ltd 
Ashwini Agarwal — Demeter Advisors LLP — Analyst,"Okay, got it. Okay, thank you. All the best.",Sanjay Thakker — Chairman and Executive Director,"Yeah, thank you.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"Thanks sir. First, to Ranjeev [Phonetic] is one question. Sir, if I look at your annual balance sheet, inventories have increased quite substantially and payables have come down, which has impacted operating cash flow like last year, increase in inventory in cash-flow was INR80 crores, this year it seems to be INR150 crores, so almost INR70 crores of operating cash-flow getting impacted. So is this increase in inventory temporarily because of some reason or if you can highlight sir.",Surendra Agarwal — Chief Financial Officer,"So Basu, in the last financial year, you’ve seen that we have — our OE launching new model in the Volkswagen and Jeep. For catch up [Phonetic] the new model we increase our inventory. It is getting settled in the coming quarters. So that’s the reason of the increase of the inventory. We have a new model launch in all the — like most of the OEs. In Mercedes-Benz — no not in Mercedes-Benz. Mercedes-Benz has a demo car but in VW and in Jeep.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,So basically this March 31st Fiscal ’23 increase in inventory to temporary you mean?,Surendra Agarwal — Chief Financial Officer,Yeah.,LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"And payables coming down, sir.",Surendra Agarwal — Chief Financial Officer,"Payables has come down and in the current quarter, basically the payables is the income incentive which we received from the — you are talking the payable to vendors.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"So, the payables you’re reporting in your balance sheet overall.",Surendra Agarwal — Chief Financial Officer,Yes.,LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"And one thing sir, if. I look at your quarterly revenue. So almost from — for last six quarters, the normal revenue which is not the pro-forma is somewhere around stabilizing around this INR800 crore to INR850 crore a year — INR800 crore to INR850 crore range. So, anything from a directional perspective despite all this growth, even last three quarters one can see revenue is still around the same level.",Surendra Agarwal — Chief Financial Officer,"So, regarding the payable — to answer your payable question, in the last year onwards from March we were having some credit purchase from the OEM, which was basically the goods was in-transit, so that was not there in the current financial year, at the end of the financial year. So that’s the reason for the reduction of the payment. Yeah.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"And one thing sir, if. I look at your quarterly revenue. So almost from — for last six quarters, the normal revenue which is not the pro-forma is somewhere around stabilizing around this INR800 crore to INR850 crore a year — INR800 crore to INR850 crore range. So, anything from a directional perspective despite all this growth, even last three quarters one can see revenue is still around the same level.",Sanjay Thakker — Chairman and Executive Director,"Sorry, Basu if you can repeat the last question, the quarterly revenue you were saying is stagnant, which is the reported revenue. You see Basu, we are looking at the revenue as a pro-forma revenue because Mercedes-Benz, which is a meaningful business in our case, if we only look at reported revenue, only the commission of that is getting recorded.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"So, that implies that ex of Mercedes, other OEMs growth has not been strong this year?",Sanjay Thakker — Chairman and Executive Director,"That is I think a fair thing to say. So, it has been an upward [Phonetic] kind of a thing. But the — years to come, all the OEs are going to be meaningful contributors in our profitability, but because Mercedes has run ahead of everybody, it looks as if that is a winner. But every — it is a cyclical business and the OEs will — once the cars, new cars get launched suddenly you see a spike in revenue, as you have seen in say Volkswagen. Now this year you will see in case of Honda that way.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"Sure sir. Next question is sir, how much time will it take for the inquiry [Phonetic] business to get set ready and deliver?",Sanjay Thakker — Chairman and Executive Director,My target would be in the next three months.,LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,Three months? And how much organic capex will we incur for this…,Sanjay Thakker — Chairman and Executive Director,"We are — year, we believe that it will be under INR12 crores or so, [Foreign Speech] That is budget we believe will be enough for this.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"So it make two pairs, service and sales outlet in each of the cities?",Sanjay Thakker — Chairman and Executive Director,That is right. That is right.,LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"And that is included as a part of your normative INR30 crore, INR35 crore capex?",Sanjay Thakker — Chairman and Executive Director,"So, this will be possibly on top of the capex that we will be normally be doing because this is a new company that we will be starting, our subsidiary and that is where we will infuse the capital and pay from there.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"And do the other large OEM, what we have been expecting also, that will also, one can expect that [Indecipherable]?",Sanjay Thakker — Chairman and Executive Director,Large OEM what to expect?,LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,Any other large association with any other OEMs this year is further possible or one should [Speech Overlap],Sanjay Thakker — Chairman and Executive Director,"Yeah, yeah. No, clearly possible. So Basu, we have been very cautious about who we partner with and a lot of hoops that this question needs to jump, whether it is, do the company has a long-term future, what are the terms that we are getting, what are the geographies that we are comfortable with and that’s when we do. So, yes, the answer is yes. But — and, again it has to be in the premium or luxury side. So the answer is yes. You hopefully will see some more in the times to come.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,"But overall capex plus acquisition all put together, that figure of somewhere around INR110 crore of cash outflow. I think that will have an upper cap or that can move up…",Sanjay Thakker — Chairman and Executive Director,"Yeah, yeah that is — no, no, we will be mindful of that Basu. I understand where you are going towards. And we have — since we have seen a lot of seasons in lives, [Foreign Speech] is a long way and we have seen a winter of the business between 2015 and ’20 and it is fresh in our mind. So, unless we are confident of having enough money to pay for what we do, we will not do it. And our cash flows from business have to be strong, which they are, to kind of sustain this. So, the growth opportunities are immense in India. The possibility of going berserk also are very-high. So we will not go berserk. We will do a measured kind of a thing, with a focus on ROCE and profitability.",LANDMARK,Landmark Cars Ltd 
Basudeb Banerjee — ICICI Securities — Analyst,Sure sir. Thanks. That’s all from me.,Sanjay Thakker — Chairman and Executive Director,"Yeah, thank you. It was interesting things and the year gone by has been quite an eventful one for us. We were the first auto dealership to get listed. I did not answer I was just making it as I looking at my notes and one of the questions that was asked was that will other small dealers kind of approach you for a takeover and all that. The answer is yes. We have — the ball is in our hand. It is for us to drop it, so — or take it past the goal line. And we will make all the efforts to kind of be a part of India’s growth story, which is going to be a decades on running. We are the leader. We will maintain that position and we will make everybody in our ecosystem happy. Thank you.",LANDMARK,Landmark Cars Ltd 
Abhishek Jain — Arihant Capital — Analyst,"Good morning, sir, this is Abhishek Jain from Arihant Capital. Congratulation on good and improved set of numbers. Sir just want to understand, what will be the sustainable inventory going forward? Because I can understand because of entering into new business, and so, how much inventory we are going to see on a sustainable basis, how much inventory we are going to keep it?","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","Good morning, Abhishek. I think so it’s a very interesting question you have asked. We have seen an inventory increase in comparison to the last financial year. But you have to understand this inventory increase is because of the growth in all the businesses. The major inventory increase in our U.S. business, where we are executing a large order, and you know, and the entire inventory has been procured and sitting with us, and it is already a built up inventory in any case. But we have also started execution of that order and we will see now a gradual reduction coming up on that inventory side of it in the U.S.",WELCORP,Welspun Corp Ltd 
Abhishek Jain — Arihant Capital — Analyst,"Good morning, sir, this is Abhishek Jain from Arihant Capital. Congratulation on good and improved set of numbers. Sir just want to understand, what will be the sustainable inventory going forward? Because I can understand because of entering into new business, and so, how much inventory we are going to see on a sustainable basis, how much inventory we are going to keep it?","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","Further, we have inventories in ABG, which is almost valued at INR500 crores, as I said that the scrap sale process is already on and the movement of — as the process will continue, you will see as reduction in the inventory coming there.",WELCORP,Welspun Corp Ltd 
Abhishek Jain — Arihant Capital — Analyst,"Good morning, sir, this is Abhishek Jain from Arihant Capital. Congratulation on good and improved set of numbers. Sir just want to understand, what will be the sustainable inventory going forward? Because I can understand because of entering into new business, and so, how much inventory we are going to see on a sustainable basis, how much inventory we are going to keep it?","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","In WML, WDI, of course, the nature of the business is that you have to have maintained an inventory level of iron ores and fluxes and coal and all that stuff. So it’s a fairly normal inventory level of almost INR500 crores will be maintained and it is pretty regular in nature.",WELCORP,Welspun Corp Ltd 
Abhishek Jain — Arihant Capital — Analyst,"Good morning, sir, this is Abhishek Jain from Arihant Capital. Congratulation on good and improved set of numbers. Sir just want to understand, what will be the sustainable inventory going forward? Because I can understand because of entering into new business, and so, how much inventory we are going to see on a sustainable basis, how much inventory we are going to keep it?","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","On the WSSL side, we have inventory of close to INR200-odd crore, but this business also has an order book of almost close to four months’ time and then inventory levels need to be maintained. On the pipe side of it, we have an inventory of close to INR1,000-odd crore, I think, which was on account of the export orders, what we have and as the export orders are now getting executed, so this will also start to go down. So we have to understand that the size of the balance sheet, the size of the operations have almost tripled, so I think so that is where you will see that there is inventory which is — there has been a high inventory. But this is all against order and all — as they and — they start getting executed over quarter-on-quarter basis, you will see a gradual reduction happening there.",WELCORP,Welspun Corp Ltd 
Abhishek Jain — Arihant Capital — Analyst,"Sir, my second question is, as per our understanding, we can generate a healthy amount of cash flow in the next three years. So can we assume the next three years, we can be — we can achieve at least a net debt free kind of status?","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","We can expect what, sorry?",WELCORP,Welspun Corp Ltd 
Abhishek Jain — Arihant Capital — Analyst,Net debt free. What’s your debt free status?,"Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","Abhishek, you have been following this company for a long time, right? As Arihant Capital, we know that you have been following this company. Our focus always has been to leverage our balance sheet very, very correctly. This is not the very first time that we will be doing this. Our strong focus remains on bringing our net debt to absolutely minimalistic level.",WELCORP,Welspun Corp Ltd 
Abhishek Jain — Arihant Capital — Analyst,Net debt free. What’s your debt free status?,"Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","We are absolutely on that track. I think so all the businesses, all the new — old businesses, which is the pipe business and the new businesses, which are all shaping up and growing, I think so you’re right, we’ll generate sufficient cash flow and our endeavor would first be to reduce our gross debt at the company level.",WELCORP,Welspun Corp Ltd 
Abhishek Jain — Arihant Capital — Analyst,"Sir, I have Miraj here, we have one more question. I wanted to understand if you could give new highlights on the Saudi order that you’ve spoken of, which is INR4,000 crores, if you could give us what the volumes would be for that? And how many more orders can we expect in the Phase 3 as since this is the first order in Phase 3.","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","So right now, coming to the Saudi part of it, this order, as you know, is from Saudi Aramco. It is for a project called Master Gas Phase 3, right? I think so the — this Phase 3 order will be happening in two parts, one in this financial year and the other in the next financial year, right? For this financial year, I think they have mostly placed their orders, and we have got our line shares around that, right?",WELCORP,Welspun Corp Ltd 
Abhishek Jain — Arihant Capital — Analyst,"Sir, I have Miraj here, we have one more question. I wanted to understand if you could give new highlights on the Saudi order that you’ve spoken of, which is INR4,000 crores, if you could give us what the volumes would be for that? And how many more orders can we expect in the Phase 3 as since this is the first order in Phase 3.","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","So — and this will get — this will — and see that we will have a continuous run for almost one year. On top of it, we are also expecting some orders coming up from the water sector, and we will be absolutely looking those orders very, very closely so that we have a business continuity even after four quarters. So I’m very sure that we will be able to do that. Then it will be followed by Master Gas Phase 3 second phase. So I think there is a clear business continuity case in Saudi business for at least the next two or three years’ time.",WELCORP,Welspun Corp Ltd 
Abhishek Jain — Arihant Capital — Analyst,"Thank you sir. I have a few more questions, I will be in queue sir. Thank you for — again, and congratulations on a good set of numbers. All the best sir.","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","Thank you. Thank you, Abhishek.",WELCORP,Welspun Corp Ltd 
Nirav Shah — GeeCee Investments — Analyst,"Good morning sir and congratulations on very strong profitability during the quarter as well as the deleveraging. So a few questions. Firstly, we are seeing that while the EBITDA has increased, our U.S. volumes haven’t — I mean, they’ve remained almost flat on a sequential basis. So the last part of the increase is coming from India line pipe operations as also DI is in the ramp-up phase. So if you can just give a broad breakup of the EBITDA during the quarter, that would be really good, and if the EBITDA is led by India line pipe operations, was it because of some, one of marquee high-margin orders or it’s a sustainable number? That’s the first question.","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","So Nirav, coming to your first question, U.S. operations are U.S. mill is under full production mode at this point in time. Of course, in this particular quarter, the dispatches was slightly on the lower side, but that they were as planned and as decided, right? I think so from this quarter onwards, you will see the major execution of the order what we have in hand will start and that they will start getting reflected into the quarterly numbers. As you know, we already have an order book of close to 400-odd thousand tons in the U.S. business at this point in time, and we have almost a firm visibility of the — firm business in hand till December of this — till the December of 2023.",WELCORP,Welspun Corp Ltd 
Nirav Shah — GeeCee Investments — Analyst,"Good morning sir and congratulations on very strong profitability during the quarter as well as the deleveraging. So a few questions. Firstly, we are seeing that while the EBITDA has increased, our U.S. volumes haven’t — I mean, they’ve remained almost flat on a sequential basis. So the last part of the increase is coming from India line pipe operations as also DI is in the ramp-up phase. So if you can just give a broad breakup of the EBITDA during the quarter, that would be really good, and if the EBITDA is led by India line pipe operations, was it because of some, one of marquee high-margin orders or it’s a sustainable number? That’s the first question.","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","In this particular quarter, I think to the India operations, the large — the major chunk of the EBITDA came from the Indian operations because the product mix in India was very profitable. They had in the kitty, some very remunerative export orders which got executed, and moving forward, I think so the blend of the orders, they are building up in their own — in the Indian kitty is also looking very favorable to me, and I think so we will see the benefit of that coming in the subsequent quarters as well. But as you know, these are just also to add a word of caution that it is also about the product mix on a quarter-on-quarter basis…",WELCORP,Welspun Corp Ltd 
Nirav Shah — GeeCee Investments — Analyst,And that changes depending upon execution.,"Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","That changes our blend a little bit, yes.",WELCORP,Welspun Corp Ltd 
Nirav Shah — GeeCee Investments — Analyst,"Got it, sir. Second question, I mean, you’ve given a broad indication of how the — why the inventory has moved. But just coming to the U.S. operations of the INR5,000-odd crores of inventory, INR5,700 crores. How much would be sitting in U.S.? And also the payables have increased because of — I’m assuming because of U.S. operations as well. So on a net working capital basis, will we see a reduction in the working capital at U.S.?","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","So to your first question, I think sort of this INR5,700 crores, the large chunk almost close to INR3,400 crores, INR3,500 crores is sitting in U.S. only, and as I said, it is an inventory against an order. One, it has already paid up inventory because the payment terms are favorable there where you are paid upon buying the inventory, and more importantly, as you know, we are into the — as the dispatches will start, you will see in the subsequent quarters, this inventory position going down.",WELCORP,Welspun Corp Ltd 
Nirav Shah — GeeCee Investments — Analyst,"Okay, and lastly, before I come back in the queue, sir, what’s the scrap inventory in terms of tonnage that we are holding as of March at ABG.","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","As I said earlier, I think that the total overall scrap was close to 150,000 tons in ABG. That’s what we have told earlier as well, and that is what we are in the process of liquidating and it is a very steady manner. It is getting liquidated. But it will take almost at least three more quarters, if not four, before everything will stand liquidated. So it will give us a sort of a steady cash flow for the next two, three quarters and more importantly, Nirav, we have to understand that we have kept, as I said earlier in my call — in the earlier part of my call is that we are keeping our fixed cost at a very, very low level. At this point in time, we are not pumping any money whatsoever in ABG so that just to give you the comfort.",WELCORP,Welspun Corp Ltd 
Nirav Shah — GeeCee Investments — Analyst,"Yes, and we mentioned that this year will be only maintenance capex. So on the entire operations with the addition of new businesses, what will that number be?","Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","Yes. Typically, when we used to do a maintenance capex when we only had a pipe business, it used to be in a vicinity of close to, like, say, INR70 to INR100 odd-crores. I think that this time, it could be close to INR250 crores, INR300 crores. Looking at all the businesses put together.",WELCORP,Welspun Corp Ltd 
Nirav Shah — GeeCee Investments — Analyst,Got it sir. Got it. Great. Thanks sir and all the best.,"Vipul Mathur — Managing Director & Chief Executive Officer, Board Member","Thank you, Nirav.",WELCORP,Welspun Corp Ltd 
